cid,county,spid,segment,clan1,sname,est_pop,est_hh1,map,nsegment,nsample1,spInterval1,randomStart1,pop,est_hh2,district,clan2,vname,nvillage,spInterval2,randomStart2,coords,_coords_latitude,_coords_longitude,_coords_altitude,_coords_precision,instanceID,instanceName,_id,_uuid,_submission_time,_tags,_notes,_version,_duration,_submitted_by,_total_media,_media_count,_review_status,_review_comment,_media_all_received,_xform_id
1,Urban Montserrado,12,34,Z800 New Matadi,Segment  1,457,99,"https://www.google.co.uk/maps/place/6.30549442327094,-10.7712003290714",3,7,14,12,457,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:0c992051-13ec-48c6-ad04-48e122f443b3,VF-Urban Montserrado-Sampling Point 12-Segment/Village34,34159927,0c992051-13ec-48c6-ad04-48e122f443b3,2018-09-07T14:02:05,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,8,22,Z800 Wroto Town,Segment  1,545,116,"https://www.google.co.uk/maps/place/6.28555295420293,-10.7642174386428",3,7,17,15,545,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:61084c75-60bd-48c6-a6d2-3005cfd42f6f,VF-Urban Montserrado-Sampling Point 8-Segment/Village22,34160034,61084c75-60bd-48c6-a6d2-3005cfd42f6f,2018-09-07T14:04:07,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,12,35,Z800 New Matadi,Segment  2,477,106,"https://www.google.co.uk/maps/place/6.30614743470636,-10.7746504327016",3,7,15,10,477,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:e7187242-ad4a-4c72-844f-7a6a74261fa2,VF-Urban Montserrado-Sampling Point 12-Segment/Village35,34163511,e7187242-ad4a-4c72-844f-7a6a74261fa2,2018-09-07T15:09:57,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,8,23,Z800 Wroto Town,Segment  2,453,102,"https://www.google.co.uk/maps/place/6.28544954207347,-10.763596242142",3,7,15,9,453,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:19bca521-8e11-4033-9fbd-48987f987b3b,VF-Urban Montserrado-Sampling Point 8-Segment/Village23,34163550,19bca521-8e11-4033-9fbd-48987f987b3b,2018-09-07T15:10:49,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,11,32,Z1100 Kemah Town/Omega,Segment  2,416,114,"https://www.google.co.uk/maps/place/6.28567725463763,-10.672953366981",3,7,16,5,416,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.287778333333334 -10.671326666666667 25.3 4.7,6.287778333333334,-10.671326666666667,25.3,4.7,uuid:5a9e3246-6497-46cc-a3b8-6b994a0bf383,VF-Urban Montserrado-Sampling Point 11-Segment/Village32,34181145,5a9e3246-6497-46cc-a3b8-6b994a0bf383,2018-09-08T08:29:03,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,11,31,Z1100 Kemah Town/Omega,Segment  1,527,128,"https://www.google.co.uk/maps/place/6.2851882646131,-10.6704147372332",3,7,18,8,527,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.288795000000001 -10.669149999999998 -0.7 4.9,6.288795000000001,-10.669149999999998,-0.7,4.9,uuid:4efef7f5-4055-4fd9-bd42-2455c90e500a,VF-Urban Montserrado-Sampling Point 11-Segment/Village31,34181208,4efef7f5-4055-4fd9-bd42-2455c90e500a,2018-09-08T08:32:07,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,30,86,Z1600 Dixville Water Side,Segment  1,430,89,"https://www.google.co.uk/maps/place/6.40897795205612,-10.73372082467",3,7,13,10,430,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.37032 -10.745516666666667 -2.8 4.8,6.37032,-10.745516666666667,-2.8,4.8,uuid:7c42814d-b05e-41af-aa86-45ff3ae88458,VF-Urban Montserrado-Sampling Point 30-Segment/Village86,34181262,7c42814d-b05e-41af-aa86-45ff3ae88458,2018-09-08T08:33:04,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,30,86,Z1600 Dixville Water Side,Segment  1,430,89,"https://www.google.co.uk/maps/place/6.40897795205612,-10.73372082467",3,7,13,2,430,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.370796666666666 -10.745198333333333 4.1 5.0,6.370796666666666,-10.745198333333333,4.1,5.0,uuid:2323c0fa-5a93-4693-a6a9-8468bf75b717,VF-Urban Montserrado-Sampling Point 30-Segment/Village86,34181263,2323c0fa-5a93-4693-a6a9-8468bf75b717,2018-09-08T08:33:05,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,8,24,Z800 Wroto Town,Segment  3,226,56,"https://www.google.co.uk/maps/place/6.28413259803857,-10.7635779087885",3,7,8,7,226,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:3e643f86-f868-45e4-8bed-7cee16c260b5,VF-Urban Montserrado-Sampling Point 8-Segment/Village24,34181436,3e643f86-f868-45e4-8bed-7cee16c260b5,2018-09-08T08:43:21,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,17,51,Z300 Free Port Development,Segment  3,574,128,"https://www.google.co.uk/maps/place/6.3354981805439,-10.7930882372861",3,7,18,10,574,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.335146666666666 -10.793968333333332 4.2 4.1,6.335146666666666,-10.793968333333332,4.2,4.1,uuid:9bea9036-918c-4ab7-bd63-3ec68a658452,VF-Urban Montserrado-Sampling Point 17-Segment/Village51,34181895,9bea9036-918c-4ab7-bd63-3ec68a658452,2018-09-08T09:02:12,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,17,50,Z300 Free Port Development,Segment  2,521,105,"https://www.google.co.uk/maps/place/6.33661663484756,-10.7929302323265",3,7,15,10,521,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.336233333333333 -10.791183333333333 -5.1 5.0,6.336233333333333,-10.791183333333333,-5.1,5.0,uuid:77e47646-5f2f-4ba0-98e1-f1efdf815c04,VF-Urban Montserrado-Sampling Point 17-Segment/Village50,34182085,77e47646-5f2f-4ba0-98e1-f1efdf815c04,2018-09-08T09:04:09,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,17,49,Z200 Jamaica Road,Segment  1,311,83,"https://www.google.co.uk/maps/place/6.33938784562639,-10.7916399414485",3,7,12,6,311,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.3423316666666665 -10.786188333333333 18.2 4.8,6.3423316666666665,-10.786188333333333,18.2,4.8,uuid:81df7256-c2a2-4ae9-8841-4e136ebcb1b7,VF-Urban Montserrado-Sampling Point 17-Segment/Village49,34182192,81df7256-c2a2-4ae9-8841-4e136ebcb1b7,2018-09-08T09:05:16,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,22,64,Z200 Gbandi Town,Segment  1,399,89,"https://www.google.co.uk/maps/place/6.36673831051435,-10.7789004052868",3,7,13,12,399,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.359736666666667 -10.77882 -89.9 5.0,6.359736666666667,-10.77882,-89.9,5.0,uuid:7cb721b9-8fc0-498a-95ec-cf2c155aaa1c,VF-Urban Montserrado-Sampling Point 22-Segment/Village64,34182260,7cb721b9-8fc0-498a-95ec-cf2c155aaa1c,2018-09-08T09:06:00,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,27,78,Z1600 Caldwell Market,Segment  1,489,100,"https://www.google.co.uk/maps/place/6.39428526099737,-10.7661663499726",3,7,14,13,489,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.396011666666667 -10.759788333333331 78.4 5.0,6.396011666666667,-10.759788333333331,78.4,5.0,uuid:efd64170-0f94-45ef-b3cb-f094cfd8f693,VF-Urban Montserrado-Sampling Point 27-Segment/Village78,34182292,efd64170-0f94-45ef-b3cb-f094cfd8f693,2018-09-08T09:06:21,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,22,65,Z200 Gbandi Town,Segment  2,349,99,"https://www.google.co.uk/maps/place/6.36538037828923,-10.7790812829194",3,7,14,2,349,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.363466666666667 -10.778651666666667 3.5 4.3,6.363466666666667,-10.778651666666667,3.5,4.3,uuid:db8ad28b-528a-4b3c-b2b9-a7361ff50913,VF-Urban Montserrado-Sampling Point 22-Segment/Village65,34182337,db8ad28b-528a-4b3c-b2b9-a7361ff50913,2018-09-08T09:06:52,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,27,80,Z1600 Central Caldwell,Segment  3,557,106,"https://www.google.co.uk/maps/place/6.3916194942848,-10.7630146023302",3,7,15,10,557,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.3900749999999995 -10.76561 36.4 5.0,6.3900749999999995,-10.76561,36.4,5.0,uuid:ebfd110c-6059-44f5-83c1-59cd0e8f2171,VF-Urban Montserrado-Sampling Point 27-Segment/Village80,34182381,ebfd110c-6059-44f5-83c1-59cd0e8f2171,2018-09-08T09:07:20,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,27,79,Z1600 Central Caldwell,Segment  2,444,80,"https://www.google.co.uk/maps/place/6.39002849849424,-10.7676594487763",3,7,11,11,444,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.389325 -10.775631666666667 29.3 5.0,6.389325,-10.775631666666667,29.3,5.0,uuid:5b65dc97-5a90-4fcd-93ee-b10f4fc2de70,VF-Urban Montserrado-Sampling Point 27-Segment/Village79,34182495,5b65dc97-5a90-4fcd-93ee-b10f4fc2de70,2018-09-08T09:08:33,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,22,66,Z200 Gbandi Town,Segment  3,350,78,"https://www.google.co.uk/maps/place/6.36434097602947,-10.7792656555907",3,7,11,11,350,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.370046666666667 -10.77903833333333 1.9 4.8,6.370046666666667,-10.77903833333333,1.9,4.8,uuid:1fdbd958-eecc-4871-9840-b6535a52ae06,VF-Urban Montserrado-Sampling Point 22-Segment/Village66,34182544,1fdbd958-eecc-4871-9840-b6535a52ae06,2018-09-08T09:09:47,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,26,77,Z100 Tweh Farm,Segment  3,621,90,"https://www.google.co.uk/maps/place/6.38539034718533,-10.7872509734824",3,7,13,2,621,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.384278333333333 -10.785178333333333 7.8 4.7,6.384278333333333,-10.785178333333333,7.8,4.7,uuid:ebbe620c-b034-479d-a188-54c01d10aa64,VF-Urban Montserrado-Sampling Point 26-Segment/Village77,34182600,ebbe620c-b034-479d-a188-54c01d10aa64,2018-09-08T09:10:45,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,26,75,Z100 Tweh Farm,Segment  1,342,68,"https://www.google.co.uk/maps/place/6.38910225370941,-10.7846293520756",3,7,10,3,342,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.3887133333333335 -10.784448333333334 7.6 4.7,6.3887133333333335,-10.784448333333334,7.6,4.7,uuid:608e052d-a666-48e6-b35d-3079becc327c,VF-Urban Montserrado-Sampling Point 26-Segment/Village75,34182601,608e052d-a666-48e6-b35d-3079becc327c,2018-09-08T09:10:46,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,21,62,Z1100 Barnard Farm,Segment  2,813,145,"https://www.google.co.uk/maps/place/6.33454242728552,-10.6697040174871",3,7,21,6,813,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.335120000000001 -10.687298333333334 -1.8 4.7,6.335120000000001,-10.687298333333334,-1.8,4.7,uuid:c0888e1d-1a63-4a44-a8a0-ac56afd205e4,VF-Urban Montserrado-Sampling Point 21-Segment/Village62,34182714,c0888e1d-1a63-4a44-a8a0-ac56afd205e4,2018-09-08T09:12:26,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,15,45,Z1100 Morris Farm,Segment  3,820,161,"https://www.google.co.uk/maps/place/6.31021227161303,-10.6847015227411",3,7,23,9,820,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.310533333333333 -10.684263333333336 -26.1 4.9,6.310533333333333,-10.684263333333336,-26.1,4.9,uuid:10408f21-d1e9-4cec-9cd6-69ca9bbb382e,VF-Urban Montserrado-Sampling Point 15-Segment/Village45,34182715,10408f21-d1e9-4cec-9cd6-69ca9bbb382e,2018-09-08T09:12:29,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,7,19,Z700 Ocean View,Segment  1,350,74,"https://www.google.co.uk/maps/place/6.29362846851986,-10.7917902087028",3,7,11,4,350,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:baa7a38d-78fc-48d4-aaa0-89d102867b17,VF-Urban Montserrado-Sampling Point 7-Segment/Village19,34184558,baa7a38d-78fc-48d4-aaa0-89d102867b17,2018-09-08T10:58:20,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,7,20,Z700 Ocean View,Segment  2,446,114,"https://www.google.co.uk/maps/place/6.29313547778848,-10.7896333094118",3,7,16,5,446,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:04f78156-0f17-4c0d-8562-fd072026a052,VF-Urban Montserrado-Sampling Point 7-Segment/Village20,34190942,04f78156-0f17-4c0d-8562-fd072026a052,2018-09-08T15:39:39,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,7,21,Z700 Ocean View,Segment  3,422,121,"https://www.google.co.uk/maps/place/6.29300712371073,-10.7879753294831",3,7,17,6,422,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:05aa4fe9-cd04-4e20-a9cf-2b085c196943,VF-Urban Montserrado-Sampling Point 7-Segment/Village21,34192939,05aa4fe9-cd04-4e20-a9cf-2b085c196943,2018-09-08T17:30:41,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,21,61,Z1100 Barnard Farm,Segment  1,631,119,"https://www.google.co.uk/maps/place/6.3325618268231,-10.6628870263474",3,7,17,1,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:58a4762c-0d1e-40ec-b16c-0318c33ba146,VF-Urban Montserrado-Sampling Point 21-Segment/Village61,34201474,58a4762c-0d1e-40ec-b16c-0318c33ba146,2018-09-09T09:08:29,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,16,46,Z1100 Kemah Town/Omega,Segment  1,639,115,"https://www.google.co.uk/maps/place/6.32004757761171,-10.6547175796385",3,7,16,2,639,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.3221316666666665 -10.653701666666667 11.4 4.8,6.3221316666666665,-10.653701666666667,11.4,4.8,uuid:7c505959-baeb-4992-aec0-08bdba2dc49c,VF-Urban Montserrado-Sampling Point 16-Segment/Village46,34201589,7c505959-baeb-4992-aec0-08bdba2dc49c,2018-09-09T09:12:58,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,16,47,Z1100 Kemah Town/Omega,Segment  2,346,55,"https://www.google.co.uk/maps/place/6.3147441799657,-10.6584108436295",3,7,8,7,346,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.314494999999999 -10.65844 23.5 4.7,6.314494999999999,-10.65844,23.5,4.7,uuid:82ac4853-4a66-48ab-88cd-699a73675c61,VF-Urban Montserrado-Sampling Point 16-Segment/Village47,34201593,82ac4853-4a66-48ab-88cd-699a73675c61,2018-09-09T09:13:02,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,26,76,Z100 Tweh Farm,Segment  2,578,157,"https://www.google.co.uk/maps/place/6.38799894822554,-10.7852354418531",3,7,22,7,578,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.388031666666666 -10.785426666666668 -6.7 4.9,6.388031666666666,-10.785426666666668,-6.7,4.9,uuid:e4874b8d-330c-4e67-b6cc-53824a4815ad,VF-Urban Montserrado-Sampling Point 26-Segment/Village76,34202875,e4874b8d-330c-4e67-b6cc-53824a4815ad,2018-09-09T10:27:06,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,2,6,Z1100 Kende-jah,Segment  3,724,131,"https://www.google.co.uk/maps/place/6.23053044169502,-10.6701646331805",3,7,19,17,724,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.230814999999999 -10.668524999999999 77.9 4.9,6.230814999999999,-10.668524999999999,77.9,4.9,uuid:9d9c0d3b-1ec3-4259-a1fa-fbd39bb8ba26,VF-Urban Montserrado-Sampling Point 2-Segment/Village6,34230830,9d9c0d3b-1ec3-4259-a1fa-fbd39bb8ba26,2018-09-10T10:47:08,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,2,5,Z1100 Kende-jah,Segment  2,467,80,"https://www.google.co.uk/maps/place/6.23169326712187,-10.6753862877638",3,7,11,10,467,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.230525 -10.66973 12.3 4.9,6.230525,-10.66973,12.3,4.9,uuid:c9f0eb98-7960-4d6f-91f5-de2ca4a2d48e,VF-Urban Montserrado-Sampling Point 2-Segment/Village5,34230868,c9f0eb98-7960-4d6f-91f5-de2ca4a2d48e,2018-09-10T10:47:50,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,1,1,Z1100 King Gray-Elwa,Segment  1,689,103,"https://www.google.co.uk/maps/place/6.24130673111585,-10.6991255341117",3,7,15,7,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:3c0621e2-65a0-45bf-870c-e51be557c50e,VF-Urban Montserrado-Sampling Point 1-Segment/Village1,34230981,3c0621e2-65a0-45bf-870c-e51be557c50e,2018-09-10T10:51:48,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,16,48,Z1100 Kemah Town/Omega,Segment  3,1239,193,"https://www.google.co.uk/maps/place/6.30992003936266,-10.6522907838836",3,7,28,4,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:88426306-4b75-4f5d-955a-c7ca8e8c4fc3,VF-Urban Montserrado-Sampling Point 16-Segment/Village48,34231037,88426306-4b75-4f5d-955a-c7ca8e8c4fc3,2018-09-10T10:53:59,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,1,1,Z1100 King Gray-Elwa,Segment  1,689,103,"https://www.google.co.uk/maps/place/6.24130673111585,-10.6991255341117",3,7,15,15,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:6a4d3216-a52e-4dc7-b705-b7002528fff9,VF-Urban Montserrado-Sampling Point 1-Segment/Village1,34231283,6a4d3216-a52e-4dc7-b705-b7002528fff9,2018-09-10T11:03:36,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,17,51,Z300 Free Port Development,Segment  3,574,128,"https://www.google.co.uk/maps/place/6.3354981805439,-10.7930882372861",3,7,18,11,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:1990e190-e1d2-4a84-a953-fda3a4cdc62f,VF-Urban Montserrado-Sampling Point 17-Segment/Village51,34231332,1990e190-e1d2-4a84-a953-fda3a4cdc62f,2018-09-10T11:05:15,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,13,39,Z1200 Mangrove Island,Segment  3,449,92,"https://www.google.co.uk/maps/place/6.3155335053027,-10.7443751464668",3,7,13,3,449,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.324025000000001 -10.746681666666666 -33.5 5.0,6.324025000000001,-10.746681666666666,-33.5,5.0,uuid:856cf8a1-9d19-4610-980f-186308160041,VF-Urban Montserrado-Sampling Point 13-Segment/Village39,34231478,856cf8a1-9d19-4610-980f-186308160041,2018-09-10T11:12:54,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,14,42,Z1100 Zinc Factory,Segment  3,287,44,"https://www.google.co.uk/maps/place/6.31056385097501,-10.7152546321301",3,7,6,4,280,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.331524999999999 -10.743148333333332 -13.7 5.0,6.331524999999999,-10.743148333333332,-13.7,5.0,uuid:0009beb3-3aa0-49dd-aab1-7ad5483ed6ae,VF-Urban Montserrado-Sampling Point 14-Segment/Village42,34231484,0009beb3-3aa0-49dd-aab1-7ad5483ed6ae,2018-09-10T11:12:59,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,18,52,Z1300 SOS Transit,Segment  1,546,104,"https://www.google.co.uk/maps/place/6.33890087924004,-10.7613212293921",3,7,15,13,548,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.337261666666666 -10.761091666666667 17.2 4.5,6.337261666666666,-10.761091666666667,17.2,4.5,uuid:172b0a4a-7bdd-4e8b-82e0-76a9c149506a,VF-Urban Montserrado-Sampling Point 18-Segment/Village52,34231487,172b0a4a-7bdd-4e8b-82e0-76a9c149506a,2018-09-10T11:13:01,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,19,55,Z1200 Day Break Mouth Open,Segment  1,272,70,"https://www.google.co.uk/maps/place/6.33996367307831,-10.7322430194789",3,7,10,5,272,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.336258333333334 -10.735766666666667 98.9 4.9,6.336258333333334,-10.735766666666667,98.9,4.9,uuid:660b206b-8011-456e-bb8c-68213145225b,VF-Urban Montserrado-Sampling Point 19-Segment/Village55,34231490,660b206b-8011-456e-bb8c-68213145225b,2018-09-10T11:13:18,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,13,38,Z1200 Mangrove Island,Segment  2,484,89,"https://www.google.co.uk/maps/place/6.31768609902553,-10.7461630246222",3,7,13,10,482,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:be86b53d-0aa0-4374-aeb7-7e2ed9efe335,VF-Urban Montserrado-Sampling Point 13-Segment/Village38,34231492,be86b53d-0aa0-4374-aeb7-7e2ed9efe335,2018-09-10T11:13:23,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,14,40,Z1100 Zinc Factory,Segment  1,522,93,"https://www.google.co.uk/maps/place/6.31096108065976,-10.7171493688676",3,7,13,5,522,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.331958333333334 -10.744278333333334 -5.9 4.9,6.331958333333334,-10.744278333333334,-5.9,4.9,uuid:44a9385a-d30e-4b17-ac69-4d298359bd6e,VF-Urban Montserrado-Sampling Point 14-Segment/Village40,34231494,44a9385a-d30e-4b17-ac69-4d298359bd6e,2018-09-10T11:13:25,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,23,68,"Z1400 Behwein Community
",Segment  2,796,155,"https://www.google.co.uk/maps/place/6.3628983676039,-10.7467174738219",3,7,22,15,796,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.363128333333333 -10.740746666666666 9.4 4.9,6.363128333333333,-10.740746666666666,9.4,4.9,uuid:aa6db157-81bf-4d19-b8e9-c43397e6c0c2,VF-Urban Montserrado-Sampling Point 23-Segment/Village68,34231495,aa6db157-81bf-4d19-b8e9-c43397e6c0c2,2018-09-10T11:13:26,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,18,54,Z1300 Iron Factory,Segment  3,689,123,"https://www.google.co.uk/maps/place/6.33541238844322,-10.7629433917103",3,7,18,1,689,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.3358516666666675 -10.760140000000002 -46.6 4.9,6.3358516666666675,-10.760140000000002,-46.6,4.9,uuid:43903e60-bb97-40e6-9e9f-0e69e3605133,VF-Urban Montserrado-Sampling Point 18-Segment/Village54,34231497,43903e60-bb97-40e6-9e9f-0e69e3605133,2018-09-10T11:13:26,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,18,53,Z1300 SOS Transit,Segment  2,950,157,"https://www.google.co.uk/maps/place/6.339125226879,-10.7640215792187",3,7,22,12,950,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:5c907a1b-f55a-4511-8551-db5f7e032691,VF-Urban Montserrado-Sampling Point 18-Segment/Village53,34231503,5c907a1b-f55a-4511-8551-db5f7e032691,2018-09-10T11:13:45,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
1,Urban Montserrado,19,57,Z1200 Day Break Mouth Open,Segment  3,498,94,"https://www.google.co.uk/maps/place/6.33573209595757,-10.7338083222132",3,7,13,4,498,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:d5e1d7e8-946e-45b1-b17a-1c9220c9c7c5,VF-Urban Montserrado-Sampling Point 19-Segment/Village57,34231506,d5e1d7e8-946e-45b1-b17a-1c9220c9c7c5,2018-09-10T11:13:53,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
2,Grand Bassa,15,184,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,150,42,District # 3,Zeewein-B,Wredyu,13,21,8,n/a,n/a,n/a,n/a,n/a,uuid:94161707-65fa-4320-935c-624ed51994ea,VF-Grand Bassa-Sampling Point 15-Segment/Village184,34293411,94161707-65fa-4320-935c-624ed51994ea,2018-09-11T19:25:53,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
2,Grand Bassa,15,190,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,450,60,District # 3,Faitro,Zorwein,13,30,5,n/a,n/a,n/a,n/a,n/a,uuid:343e1cb8-e4d8-4e24-8eb0-71218c9434f0,VF-Grand Bassa-Sampling Point 15-Segment/Village190,34293427,343e1cb8-e4d8-4e24-8eb0-71218c9434f0,2018-09-11T19:26:10,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
2,Grand Bassa,15,191,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,120,19,District # 3,Faitro,Borbor's,13,10,8,n/a,n/a,n/a,n/a,n/a,uuid:34412f29-45c4-4e61-be19-3de2c3aa74f5,VF-Grand Bassa-Sampling Point 15-Segment/Village191,34293445,34412f29-45c4-4e61-be19-3de2c3aa74f5,2018-09-11T19:26:33,,,201808311643,,cadnisurvey,0,0,n/a,n/a,True,333533
